category,keyword,competition,intents,trend
related_keywords,cost of window shutters,95,,"October 2024 : 4400, November 2024 : 8100, December 2024 : 6600, January 2025 : 9900, February 2025 : 4400, March 2025 : 5400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 3600"
related_keywords,modern drapes,100,,"October 2024 : 6600, November 2024 : 6600, December 2024 : 5400, January 2025 : 6600, February 2025 : 5400, March 2025 : 5400, April 2025 : 5400, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 4400"
related_keywords,blind for door window,100,,"October 2024 : 5400, November 2024 : 6600, December 2024 : 4400, January 2025 : 6600, February 2025 : 4400, March 2025 : 6600, April 2025 : 5400, May 2025 : 4400, June 2025 : 5400, July 2025 : 5400, August 2025 : 5400, September 2025 : 4400"
related_keywords,roller shades for french doors,100,,"October 2024 : 5400, November 2024 : 5400, December 2024 : 4400, January 2025 : 8100, February 2025 : 4400, March 2025 : 5400, April 2025 : 4400, May 2025 : 4400, June 2025 : 5400, July 2025 : 5400, August 2025 : 5400, September 2025 : 4400"
related_keywords,blackout drapes for living room,100,,"October 2024 : 5400, November 2024 : 5400, December 2024 : 4400, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 3600, May 2025 : 4400, June 2025 : 5400, July 2025 : 6600, August 2025 : 6600, September 2025 : 4400"
related_keywords,blackout living room curtains,100,,"October 2024 : 5400, November 2024 : 5400, December 2024 : 4400, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 3600, May 2025 : 4400, June 2025 : 5400, July 2025 : 6600, August 2025 : 6600, September 2025 : 4400"
related_keywords,blackout roller shades ikea,100,,"October 2024 : 1300, November 2024 : 1300, December 2024 : 1300, January 2025 : 18100, February 2025 : 6600, March 2025 : 5400, April 2025 : 3600, May 2025 : 3600, June 2025 : 6600, July 2025 : 3600, August 2025 : 4400, September 2025 : 2900"
related_keywords,black out blinds ikea,100,,"October 2024 : 1300, November 2024 : 1300, December 2024 : 1300, January 2025 : 18100, February 2025 : 6600, March 2025 : 5400, April 2025 : 3600, May 2025 : 3600, June 2025 : 6600, July 2025 : 3600, August 2025 : 4400, September 2025 : 2900"
related_keywords,rounded windows,93,,"October 2024 : 3600, November 2024 : 4400, December 2024 : 4400, January 2025 : 3600, February 2025 : 22200, March 2025 : 5400, April 2025 : 4400, May 2025 : 3600, June 2025 : 2900, July 2025 : 2900, August 2025 : 2400, September 2025 : 3600"
related_keywords,blinds installation,52,,"October 2024 : 3600, November 2024 : 3600, December 2024 : 6600, January 2025 : 6600, February 2025 : 4400, March 2025 : 5400, April 2025 : 3600, May 2025 : 2900, June 2025 : 4400, July 2025 : 5400, August 2025 : 5400, September 2025 : 4400"
related_keywords,curtains and blinds,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 4400, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 4400"
related_keywords,french door blinds,100,,"October 2024 : 5400, November 2024 : 5400, December 2024 : 4400, January 2025 : 5400, February 2025 : 3600, March 2025 : 4400, April 2025 : 3600, May 2025 : 4400, June 2025 : 3600, July 2025 : 4400, August 2025 : 3600, September 2025 : 3600"
related_keywords,solar shades for windows,100,,"October 2024 : 3600, November 2024 : 2900, December 2024 : 2900, January 2025 : 4400, February 2025 : 2900, March 2025 : 3600, April 2025 : 4400, May 2025 : 4400, June 2025 : 8100, July 2025 : 6600, August 2025 : 5400, September 2025 : 4400"
related_keywords,custom drapes near me,51,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 2900, January 2025 : 4400, February 2025 : 3600, March 2025 : 4400, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 5400"
related_keywords,electric shades for windows,100,,"October 2024 : 3600, November 2024 : 9900, December 2024 : 8100, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 6600, May 2025 : 2400, June 2025 : 2400, July 2025 : 2400, August 2025 : 2900, September 2025 : 2400"
related_keywords,custom window shades,60,,"October 2024 : 2900, November 2024 : 9900, December 2024 : 5400, January 2025 : 2900, February 2025 : 2400, March 2025 : 4400, April 2025 : 4400, May 2025 : 3600, June 2025 : 2900, July 2025 : 3600, August 2025 : 1900, September 2025 : 4400"
related_keywords,linen roman shades,100,,"October 2024 : 3600, November 2024 : 3600, December 2024 : 2400, January 2025 : 3600, February 2025 : 2900, March 2025 : 3600, April 2025 : 2900, May 2025 : 3600, June 2025 : 9900, July 2025 : 9900, August 2025 : 6600, September 2025 : 4400"
related_keywords,fabric blinds,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 4400, January 2025 : 5400, February 2025 : 3600, March 2025 : 4400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 3600"
related_keywords,home depot window blinds,100,,"October 2024 : 5400, November 2024 : 6600, December 2024 : 4400, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 4400, May 2025 : 5400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 4400"
related_keywords,roll up blinds,100,,"October 2024 : 5400, November 2024 : 5400, December 2024 : 3600, January 2025 : 4400, February 2025 : 3600, March 2025 : 4400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 3600"
related_keywords,modern window treatments,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 4400, January 2025 : 5400, February 2025 : 4400, March 2025 : 4400, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 4400, September 2025 : 4400"
related_keywords,home depot shades,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 3600, January 2025 : 4400, February 2025 : 3600, March 2025 : 4400, April 2025 : 4400, May 2025 : 4400, June 2025 : 5400, July 2025 : 4400, August 2025 : 4400, September 2025 : 3600"
related_keywords,electric window blinds,100,,"October 2024 : 3600, November 2024 : 9900, December 2024 : 8100, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 6600, May 2025 : 2400, June 2025 : 2400, July 2025 : 2400, August 2025 : 2900, September 2025 : 2400"
related_keywords,outdoor window shades,100,,"October 2024 : 3600, November 2024 : 2400, December 2024 : 1900, January 2025 : 2400, February 2025 : 2900, March 2025 : 5400, April 2025 : 5400, May 2025 : 6600, June 2025 : 9900, July 2025 : 6600, August 2025 : 5400, September 2025 : 3600"
related_keywords,vinyl blinds,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 3600, January 2025 : 4400, February 2025 : 3600, March 2025 : 5400, April 2025 : 5400, May 2025 : 5400, June 2025 : 5400, July 2025 : 5400, August 2025 : 5400, September 2025 : 5400"
related_keywords,valances for living room,100,,"October 2024 : 5400, November 2024 : 5400, December 2024 : 3600, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 4400, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 4400, September 2025 : 4400"
related_keywords,shades near me,38,,"October 2024 : 3600, November 2024 : 2900, December 2024 : 2900, January 2025 : 2400, February 2025 : 2900, March 2025 : 4400, April 2025 : 4400, May 2025 : 4400, June 2025 : 5400, July 2025 : 5400, August 2025 : 4400, September 2025 : 4400"
related_keywords,roman shades for kitchen,100,,"October 2024 : 5400, November 2024 : 5400, December 2024 : 3600, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 4400"
related_keywords,outside mount blinds,100,,"October 2024 : 3600, November 2024 : 3600, December 2024 : 3600, January 2025 : 3600, February 2025 : 3600, March 2025 : 4400, April 2025 : 4400, May 2025 : 4400, June 2025 : 5400, July 2025 : 5400, August 2025 : 5400, September 2025 : 4400"
related_keywords,window curtains for living room,100,,"October 2024 : 5400, November 2024 : 5400, December 2024 : 4400, January 2025 : 5400, February 2025 : 4400, March 2025 : 4400, April 2025 : 4400, May 2025 : 3600, June 2025 : 3600, July 2025 : 4400, August 2025 : 4400, September 2025 : 4400"
related_keywords,solar blinds for windows,100,,"October 2024 : 3600, November 2024 : 2900, December 2024 : 2900, January 2025 : 4400, February 2025 : 2900, March 2025 : 3600, April 2025 : 4400, May 2025 : 4400, June 2025 : 8100, July 2025 : 6600, August 2025 : 5400, September 2025 : 4400"
related_keywords,cloth blinds,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 4400, January 2025 : 5400, February 2025 : 3600, March 2025 : 4400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 3600"
related_keywords,door window coverings,100,,"October 2024 : 4400, November 2024 : 5400, December 2024 : 4400, January 2025 : 5400, February 2025 : 3600, March 2025 : 4400, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,linen roman blinds,100,,"October 2024 : 3600, November 2024 : 3600, December 2024 : 2400, January 2025 : 3600, February 2025 : 2900, March 2025 : 3600, April 2025 : 2900, May 2025 : 3600, June 2025 : 9900, July 2025 : 9900, August 2025 : 6600, September 2025 : 4400"
related_keywords,vertical blinds for sliding doors,78,,"October 2024 : 1900, November 2024 : 1900, December 2024 : 1900, January 2025 : 4400, February 2025 : 1900, March 2025 : 2400, April 2025 : 1900, May 2025 : 2900, June 2025 : 6600, July 2025 : 6600, August 2025 : 8100, September 2025 : 8100"
related_keywords,home depot cellular shades,86,,"October 2024 : 2900, November 2024 : 3600, December 2024 : 2900, January 2025 : 3600, February 2025 : 2900, March 2025 : 3600, April 2025 : 3600, May 2025 : 4400, June 2025 : 4400, July 2025 : 3600, August 2025 : 4400, September 2025 : 12100"
related_keywords,window coverings for sliding doors,100,,"October 2024 : 5400, November 2024 : 5400, December 2024 : 4400, January 2025 : 5400, February 2025 : 3600, March 2025 : 4400, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,bedroom window treatments,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 3600, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,made in the shade,34,,"October 2024 : 3600, November 2024 : 3600, December 2024 : 2900, January 2025 : 3600, February 2025 : 3600, March 2025 : 4400, April 2025 : 5400, May 2025 : 5400, June 2025 : 4400, July 2025 : 5400, August 2025 : 5400, September 2025 : 4400"
related_keywords,home depot faux wood blinds,100,,"October 2024 : 3600, November 2024 : 3600, December 2024 : 2900, January 2025 : 4400, February 2025 : 3600, March 2025 : 4400, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 9900, September 2025 : 4400"
related_keywords,window panels,95,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 3600, January 2025 : 4400, February 2025 : 3600, March 2025 : 4400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 4400"
related_keywords,patio doors with blinds,100,,"October 2024 : 5400, November 2024 : 4400, December 2024 : 3600, January 2025 : 4400, February 2025 : 4400, March 2025 : 5400, April 2025 : 5400, May 2025 : 5400, June 2025 : 4400, July 2025 : 5400, August 2025 : 5400, September 2025 : 4400"
related_keywords,modern window coverings,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 4400, January 2025 : 5400, February 2025 : 4400, March 2025 : 4400, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 4400, September 2025 : 4400"
related_keywords,living room window treatments,100,,"October 2024 : 5400, November 2024 : 4400, December 2024 : 3600, January 2025 : 5400, February 2025 : 4400, March 2025 : 4400, April 2025 : 4400, May 2025 : 3600, June 2025 : 3600, July 2025 : 2900, August 2025 : 3600, September 2025 : 3600"
related_keywords,window dressings,89,,"October 2024 : 5400, November 2024 : 5400, December 2024 : 4400, January 2025 : 4400, February 2025 : 3600, March 2025 : 4400, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 4400"
related_keywords,window treatments for bay windows,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 3600, January 2025 : 5400, February 2025 : 4400, March 2025 : 4400, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,vinyl blinds for windows,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 3600, January 2025 : 4400, February 2025 : 3600, March 2025 : 5400, April 2025 : 5400, May 2025 : 5400, June 2025 : 5400, July 2025 : 5400, August 2025 : 5400, September 2025 : 5400"
related_keywords,vertical blinds for patio door,100,,"October 2024 : 3600, November 2024 : 3600, December 2024 : 3600, January 2025 : 4400, February 2025 : 3600, March 2025 : 4400, April 2025 : 3600, May 2025 : 3600, June 2025 : 5400, July 2025 : 6600, August 2025 : 6600, September 2025 : 5400"
related_keywords,blinds and drapes,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 4400, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 4400"
related_keywords,sliding glass door coverings,100,,"October 2024 : 5400, November 2024 : 5400, December 2024 : 4400, January 2025 : 5400, February 2025 : 3600, March 2025 : 4400, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,kitchen curtains with valance,100,,"October 2024 : 4400, November 2024 : 5400, December 2024 : 3600, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 4400, May 2025 : 4400, June 2025 : 3600, July 2025 : 4400, August 2025 : 4400, September 2025 : 5400"
related_keywords,sliding glass doors with blinds,100,,"October 2024 : 5400, November 2024 : 4400, December 2024 : 3600, January 2025 : 4400, February 2025 : 4400, March 2025 : 5400, April 2025 : 5400, May 2025 : 5400, June 2025 : 4400, July 2025 : 5400, August 2025 : 5400, September 2025 : 4400"
related_keywords,window valances for living room,100,,"October 2024 : 5400, November 2024 : 5400, December 2024 : 3600, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 4400, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 4400, September 2025 : 4400"
related_keywords,bay window treatments,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 3600, January 2025 : 5400, February 2025 : 4400, March 2025 : 4400, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,home depot wood blinds,100,,"October 2024 : 3600, November 2024 : 4400, December 2024 : 3600, January 2025 : 4400, February 2025 : 3600, March 2025 : 4400, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 5400, September 2025 : 8100"
related_keywords,cloth window shades,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 4400, January 2025 : 5400, February 2025 : 3600, March 2025 : 4400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 3600"
related_keywords,window coverings for patio doors,100,,"October 2024 : 5400, November 2024 : 5400, December 2024 : 4400, January 2025 : 5400, February 2025 : 3600, March 2025 : 4400, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,outside window blinds,100,,"October 2024 : 3600, November 2024 : 2400, December 2024 : 1900, January 2025 : 2400, February 2025 : 2900, March 2025 : 5400, April 2025 : 5400, May 2025 : 6600, June 2025 : 9900, July 2025 : 6600, August 2025 : 5400, September 2025 : 3600"
related_keywords,roman shade curtains,100,,"October 2024 : 4400, November 2024 : 3600, December 2024 : 2900, January 2025 : 4400, February 2025 : 3600, March 2025 : 4400, April 2025 : 3600, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 3600"
related_keywords,kitchen roman blinds,100,,"October 2024 : 5400, November 2024 : 5400, December 2024 : 3600, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 4400"
related_keywords,sliding door with blinds,100,,"October 2024 : 5400, November 2024 : 4400, December 2024 : 3600, January 2025 : 4400, February 2025 : 4400, March 2025 : 5400, April 2025 : 5400, May 2025 : 5400, June 2025 : 4400, July 2025 : 5400, August 2025 : 5400, September 2025 : 4400"
related_keywords,curtain shades,69,,"October 2024 : 5400, November 2024 : 4400, December 2024 : 4400, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,lowes window shutters,100,,"October 2024 : 5400, November 2024 : 3600, December 2024 : 2400, January 2025 : 2400, February 2025 : 2400, March 2025 : 5400, April 2025 : 5400, May 2025 : 5400, June 2025 : 5400, July 2025 : 5400, August 2025 : 4400, September 2025 : 3600"
related_keywords,home depot cellular blinds,86,,"October 2024 : 2900, November 2024 : 3600, December 2024 : 2900, January 2025 : 3600, February 2025 : 2900, March 2025 : 3600, April 2025 : 3600, May 2025 : 4400, June 2025 : 4400, July 2025 : 3600, August 2025 : 4400, September 2025 : 12100"
related_keywords,roman curtain,100,,"October 2024 : 4400, November 2024 : 3600, December 2024 : 2900, January 2025 : 4400, February 2025 : 3600, March 2025 : 4400, April 2025 : 3600, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 3600"
related_keywords,vertical blinds sliding glass door,100,,"October 2024 : 3600, November 2024 : 3600, December 2024 : 3600, January 2025 : 4400, February 2025 : 3600, March 2025 : 4400, April 2025 : 3600, May 2025 : 3600, June 2025 : 5400, July 2025 : 6600, August 2025 : 6600, September 2025 : 5400"
related_keywords,window coverings for bay windows,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 3600, January 2025 : 5400, February 2025 : 4400, March 2025 : 4400, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,linen roman blind,100,,"October 2024 : 3600, November 2024 : 3600, December 2024 : 2400, January 2025 : 3600, February 2025 : 2900, March 2025 : 3600, April 2025 : 2900, May 2025 : 3600, June 2025 : 9900, July 2025 : 9900, August 2025 : 6600, September 2025 : 4400"
related_keywords,kitchen curtains and valances,100,,"October 2024 : 4400, November 2024 : 5400, December 2024 : 3600, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 4400, May 2025 : 4400, June 2025 : 3600, July 2025 : 4400, August 2025 : 4400, September 2025 : 5400"
related_keywords,shades and curtains,69,,"October 2024 : 5400, November 2024 : 4400, December 2024 : 4400, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,blinds with curtains,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 4400, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 4400"
related_keywords,window covers for winter,100,,"October 2024 : 5400, November 2024 : 9900, December 2024 : 14800, January 2025 : 14800, February 2025 : 3600, March 2025 : 1300, April 2025 : 590, May 2025 : 480, June 2025 : 390, July 2025 : 480, August 2025 : 720, September 2025 : 1300"
related_keywords,privacy screen window,100,,"October 2024 : 4400, November 2024 : 5400, December 2024 : 4400, January 2025 : 3600, February 2025 : 2900, March 2025 : 4400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 4400"
related_keywords,bay window coverings,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 3600, January 2025 : 5400, February 2025 : 4400, March 2025 : 4400, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,replacing blinds,100,,"October 2024 : 3600, November 2024 : 3600, December 2024 : 3600, January 2025 : 3600, February 2025 : 3600, March 2025 : 4400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 3600, September 2025 : 3600"
related_keywords,roman blind curtain,100,,"October 2024 : 4400, November 2024 : 3600, December 2024 : 2900, January 2025 : 4400, February 2025 : 3600, March 2025 : 4400, April 2025 : 3600, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 3600"
related_keywords,window blinds and curtains,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 4400, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 4400"
related_keywords,roll up blind,100,,"October 2024 : 5400, November 2024 : 5400, December 2024 : 3600, January 2025 : 4400, February 2025 : 3600, March 2025 : 4400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 3600"
related_keywords,levolor blinds at lowes,100,,"October 2024 : 4400, November 2024 : 5400, December 2024 : 3600, January 2025 : 4400, February 2025 : 3600, March 2025 : 4400, April 2025 : 4400, May 2025 : 5400, June 2025 : 3600, July 2025 : 4400, August 2025 : 4400, September 2025 : 3600"
related_keywords,patio doors with blinds inside,100,,"October 2024 : 5400, November 2024 : 4400, December 2024 : 3600, January 2025 : 4400, February 2025 : 4400, March 2025 : 5400, April 2025 : 5400, May 2025 : 5400, June 2025 : 4400, July 2025 : 5400, August 2025 : 5400, September 2025 : 4400"
related_keywords,shades and drapes,69,,"October 2024 : 5400, November 2024 : 4400, December 2024 : 4400, January 2025 : 5400, February 2025 : 4400, March 2025 : 5400, April 2025 : 4400, May 2025 : 4400, June 2025 : 4400, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,roman blinds curtains,100,,"October 2024 : 4400, November 2024 : 3600, December 2024 : 2900, January 2025 : 4400, February 2025 : 3600, March 2025 : 4400, April 2025 : 3600, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 3600"
related_keywords,wooden venetian blinds,44,,"October 2024 : 1600, November 2024 : 1900, December 2024 : 2400, January 2025 : 1600, February 2025 : 1900, March 2025 : 2400, April 2025 : 1600, May 2025 : 1900, June 2025 : 4400, July 2025 : 9900, August 2025 : 9900, September 2025 : 8100"
related_keywords,window coverings near me,67,,"October 2024 : 3600, November 2024 : 3600, December 2024 : 2400, January 2025 : 3600, February 2025 : 3600, March 2025 : 4400, April 2025 : 3600, May 2025 : 2900, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,levolor cellular shades,100,,"October 2024 : 3600, November 2024 : 4400, December 2024 : 2900, January 2025 : 3600, February 2025 : 2900, March 2025 : 3600, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 3600, September 2025 : 3600"
related_keywords,room darkening shades,100,,"October 2024 : 3600, November 2024 : 2900, December 2024 : 2400, January 2025 : 2900, February 2025 : 2900, March 2025 : 3600, April 2025 : 3600, May 2025 : 4400, June 2025 : 5400, July 2025 : 4400, August 2025 : 4400, September 2025 : 3600"
related_keywords,blackout cellular shades,100,,"October 2024 : 3600, November 2024 : 5400, December 2024 : 2900, January 2025 : 2900, February 2025 : 2400, March 2025 : 2900, April 2025 : 2900, May 2025 : 3600, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 3600"
related_keywords,bedroom blinds,100,,"October 2024 : 2400, November 2024 : 2900, December 2024 : 2400, January 2025 : 3600, February 2025 : 2400, March 2025 : 2900, April 2025 : 2400, May 2025 : 2900, June 2025 : 4400, July 2025 : 9900, August 2025 : 4400, September 2025 : 3600"
related_keywords,pleated shades,100,,"October 2024 : 3600, November 2024 : 3600, December 2024 : 2900, January 2025 : 3600, February 2025 : 3600, March 2025 : 3600, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 2900, August 2025 : 2900, September 2025 : 2900"
related_keywords,pull down shades,100,,"October 2024 : 3600, November 2024 : 2900, December 2024 : 2400, January 2025 : 3600, February 2025 : 2900, March 2025 : 4400, April 2025 : 3600, May 2025 : 3600, June 2025 : 4400, July 2025 : 4400, August 2025 : 4400, September 2025 : 3600"
related_keywords,motorized blackout shades,100,,"October 2024 : 3600, November 2024 : 8100, December 2024 : 3600, January 2025 : 3600, February 2025 : 2400, March 2025 : 2400, April 2025 : 2400, May 2025 : 2900, June 2025 : 2900, July 2025 : 2900, August 2025 : 2900, September 2025 : 2400"
related_keywords,top down bottom up roman shades,100,,"October 2024 : 3600, November 2024 : 3600, December 2024 : 2900, January 2025 : 4400, February 2025 : 3600, March 2025 : 3600, April 2025 : 3600, May 2025 : 2900, June 2025 : 2900, July 2025 : 2900, August 2025 : 2900, September 2025 : 2900"
related_keywords,fabric roman shades,100,,"October 2024 : 2900, November 2024 : 2900, December 2024 : 1900, January 2025 : 3600, February 2025 : 2900, March 2025 : 4400, April 2025 : 3600, May 2025 : 4400, June 2025 : 4400, July 2025 : 4400, August 2025 : 5400, September 2025 : 5400"
related_keywords,temporary blinds,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 4400, January 2025 : 3600, February 2025 : 3600, March 2025 : 3600, April 2025 : 3600, May 2025 : 3600, June 2025 : 4400, July 2025 : 4400, August 2025 : 3600, September 2025 : 3600"
related_keywords,cellular window shades,89,,"October 2024 : 1900, November 2024 : 3600, December 2024 : 2900, January 2025 : 3600, February 2025 : 1900, March 2025 : 1900, April 2025 : 1900, May 2025 : 2400, June 2025 : 3600, July 2025 : 5400, August 2025 : 5400, September 2025 : 6600"
related_keywords,bamboo shades indoor,100,,"October 2024 : 5400, November 2024 : 4400, December 2024 : 3600, January 2025 : 2900, February 2025 : 2400, March 2025 : 3600, April 2025 : 2900, May 2025 : 2900, June 2025 : 3600, July 2025 : 3600, August 2025 : 2900, September 2025 : 2900"
related_keywords,faux wood blinds cordless,100,,"October 2024 : 3600, November 2024 : 5400, December 2024 : 3600, January 2025 : 2900, February 2025 : 2400, March 2025 : 2900, April 2025 : 2900, May 2025 : 2900, June 2025 : 3600, July 2025 : 4400, August 2025 : 5400, September 2025 : 3600"
related_keywords,the shade store near me,46,,"October 2024 : 3600, November 2024 : 3600, December 2024 : 2400, January 2025 : 2900, February 2025 : 2900, March 2025 : 3600, April 2025 : 2900, May 2025 : 3600, June 2025 : 3600, July 2025 : 3600, August 2025 : 4400, September 2025 : 3600"
related_keywords,living room blinds,100,,"October 2024 : 4400, November 2024 : 4400, December 2024 : 3600, January 2025 : 4400, February 2025 : 4400, March 2025 : 3600, April 2025 : 3600, May 2025 : 3600, June 2025 : 3600, July 2025 : 4400, August 2025 : 3600, September 2025 : 3600"
related_keywords,sheer curtain panels,100,,"October 2024 : 3600, November 2024 : 4400, December 2024 : 2900, January 2025 : 3600, February 2025 : 2900, March 2025 : 3600, April 2025 : 2900, May 2025 : 3600, June 2025 : 3600, July 2025 : 4400, August 2025 : 5400, September 2025 : 3600"
